Dolphin ID,Dolphin Name,Temporary Dolphin Ind,Sex,Sex Certainty,Mother ID,Father ID,Father ID Certainty,Father Notes,Haplotype,Haplotype Certainty,Haplotype Kin ID Based On,Haplotype Kin DNA Sample Based On,Haplotype Researcher,Haplotype Notes,Birth Date Accuracy,Birth Date,Birth Date Earliest,Birth Date Latest,Birth Date Primary Reason,Birth Date Secondary Reason,Birth Date Primary Assigner,Birth Date Secondary Assigner,Birth Notes,Death Date Accuracy,Death Date,Death Date Primary Reason,Death Date Secondary Reason,Death Date Calc Type,Death Date Primary Assigner,Death Date Secondary Assigner,Death Notes,Weaning Date Accuracy,Weaning Date,Weaning Date Primary Reason,Weaning Date Secondary Reason,Weaning Date Calc Type,Weaning Date Primary Assigner,Weaning Date Secondary Assigner,Weaning Age Known,Weaning Notes,Last Seen Year,Dolphin Notes
MNG,MANGANESE,True,FEMALE,HIGH,RBM,,,,A,,,,,,YEAR ESTIMATE,1996-11-01,1994-11-01,1996-11-01,MOTHER FIRST SIGHT WITH CALF,REPRODUCTIVE AGE,EK,JM,1999 sighting of MNG with mother so she could have been 2 to 4.,,,,,,,,,YEAR ESTIMATE,2001-04-06,,,MIDPOINT,EK,JM,NO,RBM not seen since 1999 but calf seen 2002.,,
MNJ,MINAJ,False,UNKNOWN,,COI,,,,D,HIGH,COI,,,,MONTH ESTIMATE,2018-11-15,2018-10-01,2018-12-01,INFANT FIRST SIGHT,,EK,JM,"EK: from photos probably no fetal lines, df erect, in bp, has a fresh scar on leading of df",MONTH ESTIMATE,2019-03-31,DEAD PREWEANING,,MIDPOINT,JM,,COI seen without MNJ on 20Jun19 by JM VF,,,,,,,,,,,
MNK,MONKEY,False,MALE,HIGH,,,,,E,,,,,,,1986-11-01,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,2006,
MNM,MARILYN MONROE,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1987-11-01,1983-11-01,1987-11-01,REPRODUCTIVE AGE,SSSS,EK,JM,Has a couple of DF speckles in 2006 and lateral side 2003.,YEAR ESTIMATE,2010-05-01,RARELY SIGHTED,OVER 3 YEARS,DEFAULT DATE,EK,JM,Has not been sighted for a long time but was not seen much and fin could have changed.,,,,,,,,,,,
MNN,MOON,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNS,MONSOON,False,MALE,HIGH,TOR,,,sequenced,E,,,,,,YEAR ESTIMATE,2009-11-01,,,,,JM,,"about 2 years old, bigger than MGU",,,,,,,,,WEEK ESTIMATE,2013-06-25,,,MIDPOINT,JM,,YES,,,
MNU,MANU,False,UNKNOWN,,GAB,,,maternal relative,E,,,,,,DAY ESTIMATE,2015-10-25,2015-10-24,2015-10-26,INFANT FIRST SIGHT,,EK,,"folds and lumpy, df not fully erect, sunken at neck, cork-up and chin-slaps, few exact synchrony with mom, mostly in echelon, few by eye, bp<30sec",MONTH ESTIMATE,2016-02-02,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,,,,
MNV,MINERVA,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1983-11-01,1973-11-01,1983-11-01,SSSS,REPRODUCTIVE AGE,EK,JM,DF speckles in 2003 so at least 20 but could be 30. Originally aged by repro age but changed when we could see speckles.,,,,,,,,,,,,,,,,,,,
MOB,MOBY,False,,,,,,,,,,,,,,1978-11-01,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,,
MOE,MOE,False,,,,,,,,,,,,,,1982-11-01,,,91CAT,,,,,,,,,,,,,,,,,,,,,,,
MOG,MOGGY,False,MALE,HIGH,,,,,A,,,,,,,1982-11-01,,,91CAT,,,,,,,,,,,,,,,,,,,,,,2007,
MOJ,MOJO,False,,,FLO,,,,,,,,,,YEAR ESTIMATE,1986-11-01,,,MOTHER FIRST SIGHT WITH CALF,,JM,,RCC HAS RECORDS OF FLOJO HERDED WITH OLDER CALF IN 1988 OR 1989.,,,SIGHTING RECORD POOR,BIRTH DATE UNCERTAIN,,JM,,,,,,,,,,NO,,,
MOL,MOLEY,False,FEMALE,HIGH,HOH,,,haplotype assigned based on haplotype of mother,A,,,,,,MONTH ESTIMATE,1995-11-01,,,INFANT FIRST SIGHT,,JM,,FROM PIC- LOOKS LIKE 95-96 SUMMER (JM),WEEK ESTIMATE,1997-03-01,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,1997,
MON,MONSTER,False,,,FRA,,,haplotype assigned based on haplotype of mother,A,,,,,,MONTH ESTIMATE,1986-11-01,,,SPRING SUMMER YOY,MOTHER FIRST SIGHT WITH CALF,RAS,,"YOY IN 1987, PROBABLY DIDN'T SURVIVE",,,SIGHTING RECORD POOR,GAP,,JM,,"would need to look at afr and other surveys to see if Monster survived. Mentioned in old catalogue that only seen in 87, but Fra seen after that.",,,,,,,,NO,"WOULD NEED TO LOOK AT AFR AND OTHER SURVEYS TO SEE IF MONSTER SURVIVED. MENTIONED IN OLD CATALOGUE THAT ONLY SEEN IN 87, BUT FRA SEEN AFTER THAT.",1987,
MOO,MOOPS,False,FEMALE,HIGH,,,,,H,,,,,,YEAR ESTIMATE,1972-11-01,1970-11-01,1974-11-01,SSSS,REPRODUCTIVE AGE,EK,JM,91CAT INDICATES ADULT,MONTH ESTIMATE,2017-05-01,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,JM,gap in sightings 95 and 96 but seen every year.  She is in her 40s by death date.,,,,,,,,,,2006,
MOR,MORRIS,False,UNKNOWN,,TRE,,,haplotype assigned based on haplotype of mother,A,,,,,,WEEK ESTIMATE,1988-12-20,,,INFANT FIRST SIGHT,,RCC,,"BIG, ~2 MO.",DAY ESTIMATE,1990-06-03,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,1990,
MOT,MOTHRA,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1975-11-01,,,REPRODUCTIVE AGE,91CAT,,,We cannot do a better range due to photo quality.,YEAR ESTIMATE,1993-05-01,RARELY SIGHTED,OVER 3 YEARS,DEFAULT DATE,EK,JM,Not distinctive and only one photo. No surveys.,,,,,,,,,,1989,
MOU,MOUSE,False,FEMALE,HIGH,MIN,,,,A,,,,,,DAY ESTIMATE,1991-09-29,,,INFANT FIRST SIGHT,,AFR,,"SMALL, LUMPY, FETAL FOLDS, FIN MOSTLY STRAIGHT BUT LEANS A LITTLE RIGHT, PRONOUNCED WAVE AT BOTTOM TRAILING EDGE",,,,,,,,,MONTH ESTIMATE,1998-03-29,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,LAST BP JAN 98(SURVEY) THEN MOU ALONE MAY 98(SURVEY) ALONE OFF AND ON AFTER THAT,2007,
MOX,MOXIE,False,,,MOO,,,haplotype assigned based on haplotype of mother,H,,,,,,MONTH ESTIMATE,2005-02-01,,,INFANT FIRST SIGHT,,JM,,"CALF IS YOY, SMALL, 4-5 MOS MAX",MONTH ESTIMATE,2005-12-11,,,MIDPOINT,JM,,Later last live sighting for Mox in MK 2005 data,,,,,,,,DIED PREWEANING,,2005,
MOZ,MOZZIE,False,FEMALE,HIGH,,,,haplotype assigned based on haplotype of offspring,E,,,,,,YEAR ESTIMATE,1977-11-01,1975-11-01,1977-11-01,REPRODUCTIVE AGE,,EK,JM,Speckle data indicate she is probably mid 1970s for bday.,YEAR ESTIMATE,2018-05-01,OVER 3 YEARS,,DEFAULT DATE,JM,VF,Last seen 17-Aug-15 and over 40yrs old,,,,,,,,,,2007,
MPC,MILDRED PIERCE,False,UNKNOWN,,JCR,,,,,,,,,,YEAR ESTIMATE,1997-11-01,,,,,SAS,,"calf/juvie mentioned on survey; JCR had large, ~3 yr old calf in 01",,,STOPPED SIGHTING POST WEANING,,,,,,MONTH ESTIMATE,2001-09-16,,,MIDPOINT,SAS,,NO,took midpoint of last with mum date and WIR estimated bday,,
MRA,MORAINE,False,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1979-11-01,1977-11-01,1982-11-01,REPRODUCTIVE AGE,SSSS,EK,,Has a couple of specks on DF in 2002 so could be as old as 25.,YEAR ESTIMATE,2016-05-01,OVER 3 YEARS,,DEFAULT DATE,JM,VF,Last seen 16-Nov-10 and would be over 40yrs old now,,,,,,,,,,2004,
MRC,MRS. CLEAN,False,FEMALE,HIGH,SUD,,,,E,,,,,,YEAR ESTIMATE,1995-11-01,,,,,JM,,,,,RARELY SIGHTED,,,,,,MONTH ESTIMATE,2003-12-11,,,MIDPOINT,JM,,NO,"with mom in bp 16-Aug-03, MRC without mom 6-Apr-04",,"JM estimated 7 yrs, calf was said to be older juvenile 8-9 yrs old but probably big for its age because nursed late"
MRI,MARINA,False,UNKNOWN,,OCE,,,,,,,,,,YEAR ESTIMATE,2007-11-01,2005-11-01,2007-11-01,,,EK,,,,,UNCERTAIN SURVIVAL STATUS PREWEANING,MOTHER CALF NOT SIGHTED SINCE,,,,,,,,,,,,,,,Estimated 2-3 yrs old and OCEANIA herded by skipjacks at 1st sight of calf
MRJ,MARJORY,False,,,FRG,,,,,,,,,,MONTH ESTIMATE,2019-02-01,2019-01-01,2019-03-01,INFANT FIRST SIGHT,,VF,JM,estimated 4 to 6 months,,,,,,,,,,,,,,,,,,,
MRL,MERLIN,False,MALE,HIGH,,,,,C,,,,,,YEAR ESTIMATE,1984-11-01,1974-11-01,1984-11-01,ASSIGNED 10 YRS,SSSS,EK,JM,In 2007 had speckles high on lat side but can not tell on DF.,YEAR ESTIMATE,2011-05-01,OVER 3 YEARS,,DEFAULT DATE,EK,JM,"Had a 3 year sighting gap, but distinctive and definitely gone.",,,,,,,,,,2004,
MRQ,MARQUIS,False,UNKNOWN,,DUC,,,,E,,PAS,,,,MONTH ESTIMATE,2013-02-15,2013-01-15,2013-03-15,,,JM,,,MONTH ESTIMATE,2015-03-20,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,,,,definitely a yoy; 1-Jan birth or younger; JM looked at photos and estimates 5-6 months; Entered by CBK
MRS,MORSEL,False,MALE,HIGH,GOD,,,,A,,,,,,YEAR ESTIMATE,1994-11-01,,,GAP,,JM,,AT LEAST 1YR-JM BASED ON PHOTO,,,,,,,,,YEAR ESTIMATE,1998-04-24,,REDUCED MC ASSOCIATION,MIDPOINT,JM,,NO,"BY MIDPOINT, BUT BIRTHDAY UNCLEAR",2007,
MRT,MARTINET,True,MALE,LOW,,,,,,,,,,,YEAR ESTIMATE,1985-11-01,1982-11-01,1988-11-01,SSSS,ALLIANCE,JM,,,,,,,,,,,,,,,,,,,,,gen vv specks 4 and bel vv specks 3 so aged 18 at first sight; used speckle table in our paper but could be more systematically aged.
MRW,MERRYWEATHER,False,UNKNOWN,,MFC,,,,,,,,,,YEAR ESTIMATE,2011-11-01,2011-05-01,2012-04-01,GAP,,EK,,about 3.5 yrs,,,,,,,,,,,,,,,,,,,
MRY,MAN RAY,False,MALE,HIGH,,,,,D,,,,,,YEAR ESTIMATE,1983-11-01,1978-11-01,1983-11-01,SSSS,,EK,JM,Has some DF speckles in 2003.,YEAR ESTIMATE,2016-05-01,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Some gaps in sighting record.,,,,,,,,,,2006,
MSA,MARSHA,True,FEMALE,LOW,,,,,,,,,,,YEAR ESTIMATE,1991-11-01,,,ASSIGNED 10 YRS,,SAS,,,,,,,,,,,,,,,,,,,,,
MSC,MINTSLICE,True,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1998-11-01,1996-11-01,1998-11-01,SSSS,REPRODUCTIVE AGE,EK,JM,Has very few speckles LV and VV gen in 2012 so was definitely young.,,,,,,,,,,,,,,,,,,,
MSE,MISSEL,False,FEMALE,HIGH,NIC,,,haplotype assigned based on haplotype of mother,A,,,,,,DAY ESTIMATE,2012-11-10,2012-11-09,2012-11-11,,,DIC,,1-2 days old,DAY ESTIMATE,2015-07-13,DEAD PREWEANING,,OTHER,JM,,orphaned- see NIC mortality notes,,,,,,,,,,,1-2 days old
MSL,MUSSELS,False,MALE,HIGH,SCA,,,haplotype assigned based on haplotype of mother,E,,,,,,WEEK ESTIMATE,2001-10-15,,,INFANT FIRST SIGHT,,JJW,,"FETAL STRIPES, DF ERECT, NORMAL WEIGHT",YEAR ESTIMATE,2010-05-01,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,JM,"Could have changed fin, but we saw him every year.",YEAR ESTIMATE,2005-10-11,REDUCED MC ASSOCIATION,,MIDPOINT,,,NO,,2007,
MSN,MARSDEN,False,MALE,LOW,,,,,,,,,,,YEAR ESTIMATE,1987-11-01,,,ALLIANCE,,RCC,,,,,,,,,,,,,,,,,,,,,
MSS,MASSACRE,False,,,CHA,,,haplotype assigned based on haplotype of mother,E,,,,,,YEAR ESTIMATE,1994-11-01,,,GAP,,JM,,NO SIZE INFO.,,,SIGHTING RECORD POOR,BIRTH DATE UNCERTAIN,,JM,,,,,,,,,,NO,CALF NOT SEEN 1996;CHA SEEN IN 2002 BUT MSS NOT SEEN AGAIN.,1996,
MST,MUSTANG,False,UNKNOWN,,BMY,,,,,,,,,,YEAR ESTIMATE,2010-11-01,,,,,EK,,~2 years,,,,,,,,,YEAR ESTIMATE,2014-08-29,REDUCED MC ASSOCIATION,,MIDPOINT,EK,JM,YES,,,
MTE,MYSTERY,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTO,MATSO,False,,,VBE,,,,D,,,,,,WEEK ESTIMATE,2020-10-15,2020-10-01,2020-12-01,INFANT FIRST SIGHT,,JM,VF,"Veebie was last seen March 21st, 2020 and first seen with Matso March 20th, 2021. JM estimates about 5 months based from photos",,,,,,,,,,,,,,,,,,,
MTS,MANTIS,False,FEMALE,HIGH,,,,haplotype assigned based on haplotype of offspring,A,,,,,,YEAR ESTIMATE,1974-11-01,1974-11-01,1976-11-01,SSSS,REPRODUCTIVE AGE,EK,,,MONTH ESTIMATE,2002-05-01,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,JM,Seen frequently and was quite old.,,,,,,,,,,2001,
MTZ,MITZI,False,MALE,HIGH,MOU,CEB,HIGH,paternity based on snps,A,,,,,,DAY ESTIMATE,2016-09-18,2016-09-15,2016-09-20,INFANT FIRST SIGHT,,CBK,,Looks bumpy in 21 Sep photo. Corking up 5 Oct and chin ups so pretty young.,,,,,,,,,WEEK ESTIMATE,2020-03-04,REDUCED MC ASSOCIATION,,MIDPOINT,VF,,YES,"Mouse and Mitzi were together on Feb 26th, Mouse was seen with males on March 4th but it was unclear if Mitzi was there or not. Mouse was seen definitely without Mitzi on March 12th, all by CCC",,
MUF,MUF,False,FEMALE,HIGH,UHF,,,haplotype assigned based on haplotype of mother,A,,,,,,MONTH ESTIMATE,1986-11-01,,,SPRING SUMMER YOY,,JM,,NO SIZE INFORMATION,MONTH ESTIMATE,1989-01-13,,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,1989,
MUL,MULDER,False,,,ALI,,,haplotype assigned based on haplotype of mother,A,,,,,,YEAR ESTIMATE,2000-11-01,,,GAP,,JM,,"R14, F25-33",YEAR ESTIMATE,2011-05-01,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Fin distinctive so we think dead.,MONTH ESTIMATE,2004-02-15,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,NO,MIDPOINT,2004,
MUM,MUMBLES,False,MALE,HIGH,GUM,,,haplotype assigned based on haplotype of mother,H,,,,,,MONTH ESTIMATE,1993-11-01,,,SPRING SUMMER YOY,,JM,,NO SIZE/AGE EST.; JM REMEMBERS MUM AS VERY SMALL (MIGHT BE COMMENT IN A FOLLOW)-FLANKS LOOK SUNKEN IN 96 PHOTO.,YEAR ESTIMATE,2005-05-01,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,JM,,MONTH ESTIMATE,1997-09-24,SIBLING BIRTH,,,JM,,YES,MIDPOINT,2003,
MUN,MUNCH,False,FEMALE,HIGH,,,,,E,,,,,,YEAR ESTIMATE,1967-11-01,1966-11-01,1969-11-01,SSSS,91CAT,EK,JM,,MONTH ESTIMATE,2006-09-01,SIGHTED OFTEN PREVIOUSLY,,OTHER,EK,JM,Seen many times each year so we think she died within a few months of her last sighting.,,,,,,,,,,2006,
MUP,MUPPET,False,,,MOO,,,haplotype assigned based on haplotype of mother,H,,,,,,YEAR ESTIMATE,1984-11-01,,,MOTHER FIRST SIGHT WITH CALF,,JM,,1988 PHOTO OF MUPPET IN 91 CATALOGUE (JM),,,SIGHTING RECORD POOR,STOPPED SIGHTING POST WEANING,,JM,,Birthdate is shaky; could be calf is younger or older (and thus weaned and not dead),YEAR ESTIMATE,1989-05-01,,STOPPED SIGHTING POST WEANING,DEFAULT DATE,,,NO,,1988,
MUR,MURPHY,True,FEMALE,HIGH,,,,,,,,,,,YEAR ESTIMATE,1990-11-01,1989-11-01,1991-11-01,REPRODUCTIVE AGE,SSSS,JM,RCC,Had OMA in 2002 so assigned 12 years at birth,,,,,,,,,,,,,,,,,,,
MUS,MUSHY,False,MALE,HIGH,KWI,,,,A,,,,,,WEEK ESTIMATE,1997-05-30,,,INFANT FIRST SIGHT,,LMB,,ESTIMATED 3-6 WKS,YEAR ESTIMATE,2010-05-01,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,JM,EK,FIn could have changed.,MONTH ESTIMATE,2001-09-25,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,"MIDPOINT, KWISP PREGNANT WITH JUICY",2006,
MUT,MUTT,False,MALE,HIGH,FID,,,,E,,,,,,MONTH ESTIMATE,1993-11-01,,,SPRING SUMMER YOY,MOTHER FIRST SIGHT WITH CALF,JM,,5 MOS- 1 YR IN 94,,,,,,,,,MONTH ESTIMATE,1996-11-29,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,MIDPOINT,2006,
MYA,MYA,False,MALE,HIGH,CLA,,,maternal relative,E,,,,,,MONTH ESTIMATE,2007-01-15,,,INFANT FIRST SIGHT,,EK,,INFANT FIRST SIGHT SHEET,,,,,,,,,MONTH ESTIMATE,2010-06-30,,,MIDPOINT,SAS,,YES,,2007,
MYB,MAYBELL,False,,,,,,,,,,,,,,1988-11-01,,,SSSS,,,,,YEAR ESTIMATE,2007-05-01,OVER 3 YEARS,,DEFAULT DATE,JM,VF,Last seen 21-Nov-04,,,,,,,,,,2004,
MYR,MYRTLE,False,MALE,HIGH,,,,,,,,,,,,1977-11-01,,,91CAT,,,,,,,,,,,,,,,,,,,,,,2006,
MYS,MYSTIQUE,False,FEMALE,HIGH,GOD,,,Maternity assigned based on SNPs. Half sibs with Lindt and Morsel.,A,,,,,,MONTH ESTIMATE,1999-01-01,1998-12-09,1999-12-01,GAP,,JM,,GOD is MYS mother based on SNPs and sighting record poor but they were seen together in 2002 and possibly in same survey in 2001. Dates determined posthoc by sib weaning and births.,,,,,,,,,MONTH ESTIMATE,2002-07-23,,,MIDPOINT,JM,,NO,MYS matched to GOD based on SNPs but with GOD in surveys until GOD pregnant with FON. We are not sure of MYS bday so not sure of weaning age exactly.,,
MZT,MOZART,False,MALE,HIGH,SCH,RSP,LOW,Based on SNPs,H,,,,,,MONTH ESTIMATE,2008-11-01,,,SPRING SUMMER YOY,,EK,,yoy,,,,,,,,,YEAR ESTIMATE,2012-05-01,,,DEFAULT DATE,JM,,NO,SCH without MZT and looking pregnant on 8-Jul-12. MZT sighted without SCH on 31-Jul-12.,,
NAI,NAIRA,False,FEMALE,,PSI,,,,,,,,,,MONTH ESTIMATE,2008-11-01,2008-10-12,2009-02-02,GAP,,EK,JM,"estimated to be about 3 years old, looked like mum was being herded at first sight. Could not have been younger than 2008 birth.",,,,,,,,,YEAR ESTIMATE,2012-05-01,GAP,REDUCED MC ASSOCIATION,DEFAULT DATE,EK,JM,NO,NAI first seen when PSI in consortship and estimated 3 years old so probably weaned following year. PSI if she did get pregnant would have lost calf because she did not have PPO until 2015 and born out of season so likely lost calf in between NAI and PPO.,,
NAK,NAKITA,False,MALE,HIGH,NIC,,,haplotype assigned based on haplotype of mother,A,,,,,,DAY ESTIMATE,1993-12-01,,,INFANT FIRST SIGHT,,DIC,,"APPROX 1-2DAYS OLD; FETAL FOLDS, LUMPY; CHIP SLAPS AND NORMAL SURFACINGS; NO BP",DAY ESTIMATE,1994-07-11,DEAD PREWEANING,,MIDPOINT,DIC,,dead,,,,,,,,DIED PREWEANING,NIC WAS HERDED BY REA HII 2 WEEKS AFTER NAK'S DEATH.,1994,
NAM,NAMASTE,False,UNKNOWN,,CII,,,,,,,,,,WEEK ESTIMATE,2016-05-01,2016-04-15,2016-05-15,INFANT FIRST SIGHT,,JM,,"prominent fetal lines, no cups, mostly echelon",,,,,,,,,,,,,,,,,,,First calf for CII.
NAN,NANO,False,UNKNOWN,,LIT,,,haplotype assigned based on haplotype of mother,E,,,,,,DAY ESTIMATE,2011-10-21,2011-10-20,,,,EK,,,MONTH ESTIMATE,2012-02-24,DEAD PREWEANING,,MIDPOINT,SAS,,,,,,,,,,DIED PREWEANING,,,"it had folds and was lumpy, df trailing edge wavy, sunken at neck, corking up and chin-slapping, mostly in ech, few by eye, bp not seen, seemed a little smaller than mouse's calf and didn't mnd at all stayed constantly in ech (2-3 days old)"
NAP,NAP,False,MALE,HIGH,NIP,PIK,LOW,SNPs one parent,E,,,,,,DAY ESTIMATE,1996-10-01,,,INFANT FIRST SIGHT,,KH,,ABOUT 1 WEEK OLD; 1-3 FETAL FOLDS; CHIN-SLAP SURFACINGS; NO BP,,,,,,,,,MONTH ESTIMATE,1999-08-01,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,MOTHER WITH WOW CROWD ON 9-SEP-99,2007,
NAT,NATURAL TAG,False,MALE,HIGH,,,,,E,,,,,,,1980-11-01,,,SSSS,91CAT,,,,,,,,,,,,,,,,,,,,,2007,
NAU,NAUTILUS,False,,,COK,,,,E,HIGH,,,,,WEEK ESTIMATE,2019-04-01,2019-03-15,2019-04-15,INFANT FIRST SIGHT,,VF,JM,"faint fetal lines, brief bp, no ech, max distance 2, about 3 months",,,,,,,,,,,,,,,,,,,
NCK,NICKEL,False,,,,,,,,,,,,,YEAR ESTIMATE,1984-11-01,1977-11-01,1987-11-01,SSSS,,JM,,A few specks on DF in 2004; best estimate is 20 y so assign 1984 bday with range from 1977-1987.,,,,,,,,,,,,,,,,,,,
NDB,NUDIBRANCH,False,UNKNOWN,,WHL,,,maternal relative,D,,,,,,WEEK ESTIMATE,2015-11-01,2015-10-01,2015-11-15,INFANT FIRST SIGHT,,JM,,"calf in bp from photos, looks 3-4mo (JM)",MONTH ESTIMATE,2016-03-30,DEAD PREWEANING,,MIDPOINT,EK,JM,,,,,,,,,,,,
NEB,NEBULA,False,FEMALE,LOW,,,,,,,,,,,YEAR ESTIMATE,1978-11-01,,,91CAT,ASSIGNED 10 YRS,,,Photos do not help with age estimation. SSB brought into beach perhaps.,YEAR ESTIMATE,1992-05-01,RARELY SIGHTED,OVER 3 YEARS,DEFAULT DATE,EK,JM,SSB brought into beach and not seen again. Could have changed fins.,,,,,,,,,,,
NEL,NELLY,False,,,,,,,,,,,,,YEAR ESTIMATE,1985-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,
NEM,NEMO,False,,,NIT,,,haplotype assigned based on haplotype of mother,A,,,,,,MONTH ESTIMATE,2005-01-01,,,INFANT FIRST SIGHT,,QAG,,DF HAS WAVY TRAILING ELGE,WEEK ESTIMATE,2005-06-09,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,2005,
NEN,NENA,False,,,,,,,,,,,,,YEAR ESTIMATE,1971-11-01,1965-11-01,1971-11-01,SSSS,,EK,JM,Very heavily speckled in 2001 so at least 30 then.,YEAR ESTIMATE,2016-05-01,RARELY SIGHTED,,OTHER,EK,JM,She was very old so even though gaps in sightings we assigned death date 3 years after last sighting.,,,,,,,,,,2004,
NEP,NEPTUNE,False,,,,,,,,,,,,,,1986-11-01,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,1996,
NES,NESTLE,False,MALE,HIGH,COC,,,haplotype assigned based on haplotype of mother,H,,,,,,MONTH ESTIMATE,2003-11-01,,,SPRING SUMMER YOY,,JM,,NO NOTES ON SIZE; sexing low certainty because of ambiguity between NES and NIN on 9-May-2006 (CBK),,,,,,,,,MONTH ESTIMATE,2007-08-01,SIBLING BIRTH,,,JM,,YES,WEAN DATE ESTIMATED BASED ON SIBLING BIRTH,2004,
NET,NEWT,False,FEMALE,HIGH,RIP,RIC,HIGH,SNPs both parents.,E,,,,,,WEEK ESTIMATE,2009-12-01,2009-11-01,2010-01-01,,,JM,,,,,,,,,,,DAY ESTIMATE,2015-06-22,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,,,"estimated 5 months, smaller than GEK so range given 4-6 months. DNA sex is female but behavior was thought male."
NEV,NEVAR,False,FEMALE,HIGH,,,,,A,,,,,,MONTH ESTIMATE,1988-11-01,1986-11-01,1988-11-01,REPRODUCTIVE AGE,SSSS,EK,JM,Consorted first in 1996 and had DF specks in 1991 and first calf in 2000.,YEAR ESTIMATE,2009-05-01,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,,She was only 19 approx at death so we should keep checking if fin changed.,,,,,,,,,,2008,
NGI,NOOGIE,False,,,NOO,,,haplotype assigned based on haplotype of mother,A,,,,,,MONTH ESTIMATE,1997-12-01,,,INFANT FIRST SIGHT,SSSS,MRH,,"NEW CALF -ERECT DF NO FOLDS, BP",YEAR ESTIMATE,2001-05-01,STOPPED SIGHTING POST WEANING,,DEFAULT DATE,EK,JM,Fin not very distinctive but we sighted Nook and her offspring regularly.,MONTH ESTIMATE,2000-06-10,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,B/C WEANED NEAR THIS DATE B/C CUBBY BORN NOV 2000,2000,
NHU,NIHAU,False,,,HUL,,,haplotype assigned based on haplotype of mother,A,,,,,,MONTH ESTIMATE,1992-12-01,,,INFANT FIRST SIGHT,,JM,,no notes; probable sighting of HUL Nov 92,MONTH ESTIMATE,1993-12-15,,,MIDPOINT,,,,,,,,,,,DIED PREWEANING,,,
NIB,NIBBLES,False,FEMALE,HIGH,,,,,E,,,,,,YEAR ESTIMATE,1972-11-01,1971-11-01,1972-11-01,SSSS,REPRODUCTIVE AGE,EK,JM,Gave year estimate because we have limited speckle data.,YEAR ESTIMATE,2009-05-01,OVER 3 YEARS,SIGHTED OFTEN PREVIOUSLY,DEFAULT DATE,EK,,,,,,,,,,,,2003,
NIC,NICKY,False,FEMALE,HIGH,HOL,,,,A,,,,,,MONTH ESTIMATE,1975-12-29,,,INFANT FIRST SIGHT,,DIC,,DETAILED RECORDS NOT KEPT IN THOSE DAYS; MASONS,DAY ESTIMATE,2015-07-06,SIGHTED OFTEN PREVIOUSLY,,OTHER,JM,,last sighting was 5 July 2015 by Ross Battersby partially beached in Dubaut Creek. Ross coaxed her out with fish and pushed her out and she joined up with MSE in deeper water,MONTH ESTIMATE,1979-05-01,SIBLING BIRTH,,,JM,,YES,"GUESS BASED ON PREGNANCY WITH JOY; MUST HAVE BEEN WEANED AFTER 3RD BIRTHDAY, BUT BEFORE 4TH",2008,
